index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
11493,36, White, Female, 10th,a_0,b_4,c_4,d_39,e_4,526968,6,0,0,40,0
11494,53, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,290688,9,0,0,52,1
11495,29, Black, Female, Some-college,a_4,b_1,c_4,d_39,e_1,37933,10,2174,0,40,0
11496,59, White, Male, 1st-4th,a_2,b_7,c_0,d_39,e_4,95283,2,0,0,40,0
11497,59, White, Male, 10th,a_6,b_7,c_1,d_39,e_4,291529,6,0,0,52,0
11498,34, White, Male, HS-grad,a_0,b_14,c_1,d_39,e_4,183778,9,0,0,40,0
11499,45, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_2,304973,9,0,0,78,1
11500,41, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,221947,10,0,1887,50,1
11501,41, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_5,218302,13,0,0,60,1
11502,62, Black, Female, HS-grad,a_0,b_8,c_1,d_39,e_2,223637,9,0,0,35,0
11503,23, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_4,117606,13,0,0,40,0
11504,34, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_6,77209,9,0,1902,60,1
11505,27, White, Male, Bachelors,a_4,b_12,c_1,d_39,e_4,178778,13,0,0,80,1
11506,47, White, Male, Bachelors,a_2,b_11,c_0,d_39,e_2,246891,13,0,0,40,0
11507,35, White, Male, Bachelors,a_0,b_12,c_1,d_39,e_4,117381,13,0,0,40,0
11508,35, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_6,195744,9,0,0,50,0
11509,48, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,118889,9,2885,0,15,0
11510,29, Amer-Indian-Eskimo, Female, HS-grad,a_0,b_12,c_1,d_39,e_4,29865,9,0,0,50,0
11511,45, White, Male, Some-college,a_2,b_7,c_0,d_39,e_4,88500,10,0,0,44,1
11512,32, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,195000,9,0,0,40,0
11513,31, White, Male, Some-college,a_0,b_3,c_1,d_39,e_4,184307,10,0,0,40,0
11514,17, White, Male, 10th,a_4,b_8,c_3,d_39,e_4,136363,6,0,0,20,0
11515,34, White, Male, 1st-4th,a_2,b_3,c_0,d_26,e_4,238376,2,0,0,40,0
11516,32, White, Female, Bachelors,a_0,b_4,c_1,d_39,e_4,270968,13,0,0,50,1
11517,58, White, Female, Bachelors,a_2,b_10,c_5,d_39,e_2,205267,13,0,0,40,1
11518,38, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,104094,10,0,0,40,0
11519,31, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,54318,13,0,0,50,1
11520,51, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_6,204322,9,0,0,50,0
11521,41, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_5,60949,9,0,0,55,0
11522,41, White, Male, Bachelors,a_2,b_5,c_0,d_39,e_6,197176,13,0,0,75,1
11523,45, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,449354,10,0,0,40,0
11524,34, White, Female, HS-grad,a_0,b_8,c_4,d_39,e_4,128063,9,0,0,36,0
11525,55, White, Female, Masters,a_0,b_10,c_1,d_39,e_4,436861,14,14084,0,40,1
11526,29, White, Male, Some-college,a_2,b_8,c_0,d_39,e_4,50028,10,0,0,40,0
11527,34, White, Female, HS-grad,a_4,b_1,c_1,d_39,e_4,117983,9,0,0,40,0
11528,44, White, Female, 12th,a_2,b_8,c_2,d_26,e_2,357814,8,0,0,35,0
11529,23, White, Female, Bachelors,a_4,b_12,c_1,d_39,e_4,615367,13,0,0,40,0
11530,38, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,226357,9,0,0,40,0
11531,21, White, Male, Some-college,a_4,b_7,c_4,d_39,e_4,203055,10,0,0,40,0
11532,39, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,202027,15,0,1977,50,1
11533,32, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,106742,9,0,0,40,0
11534,41, White, Male, 5th-6th,a_2,b_5,c_0,d_26,e_4,238355,3,0,0,40,0
11535,35, White, Male, Assoc-voc,a_4,b_13,c_1,d_39,e_4,241153,11,0,0,40,0
11536,49, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,315984,9,0,0,40,0
11537,31, White, Female, HS-grad,a_2,b_14,c_5,d_39,e_4,123397,9,5178,0,35,1
11538,29, Black, Male, Some-college,a_4,b_6,c_4,d_39,e_4,299705,10,0,0,37,0
11539,22, White, Male, 10th,a_4,b_8,c_1,d_26,e_4,385540,6,0,0,40,0
11540,36, White, Male, Some-college,a_5,b_4,c_1,d_39,e_4,111128,10,0,0,60,1
11541,26, Black, Male, 10th,a_4,b_1,c_1,d_39,e_4,375499,6,0,0,20,0
11542,17, White, Female, 12th,a_4,b_12,c_3,d_39,e_4,178953,8,0,0,20,0
11543,36, White, Female, Some-college,a_0,b_1,c_4,d_39,e_4,51838,10,0,0,40,0
11544,54, White, Male, HS-grad,a_2,b_10,c_0,d_39,e_7,138852,9,0,0,40,0
11545,31, White, Female, Masters,a_0,b_1,c_1,d_39,e_7,26401,14,0,0,25,0
11546,30, White, Male, 10th,a_4,b_3,c_1,d_39,e_4,123178,6,0,0,50,0
11547,32, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_4,204567,13,99999,0,60,1
11548,37, Asian-Pac-Islander, Female, 12th,a_2,b_12,c_5,d_0,e_4,130620,8,0,0,33,0
11549,36, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_4,93225,9,0,0,40,0
11550,36, White, Female, HS-grad,a_0,b_1,c_4,d_39,e_4,274809,9,0,0,50,0
11551,40, White, Female, Masters,a_0,b_0,c_3,d_39,e_0,65545,14,0,0,55,0
11552,22, White, Female, Bachelors,a_4,b_1,c_3,d_39,e_4,210781,13,0,0,35,0
11553,25, White, Male, Masters,a_4,b_10,c_3,d_39,e_2,334133,14,0,0,20,0
11554,30, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,39054,9,0,0,40,0
11555,29, White, Male, Bachelors,a_4,b_10,c_1,d_39,e_4,133696,13,8614,0,45,1
11556,18, White, Male, 11th,a_4,b_8,c_3,d_39,e_7,191117,7,0,0,20,0
11557,52, White, Female, Some-college,a_5,b_4,c_1,d_39,e_1,192065,10,0,0,40,0
11558,26, Black, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,209942,9,0,0,40,0
11559,35, White, Male, HS-grad,a_0,b_14,c_1,d_39,e_4,330664,9,0,0,40,0
11560,27, White, Female, Bachelors,a_4,b_1,c_1,d_39,e_4,179565,13,0,0,37,0
11561,56, White, Male, 7th-8th,a_2,b_7,c_0,d_39,e_4,298695,4,0,0,48,0
11562,24, White, Male, HS-grad,a_4,b_4,c_1,d_39,e_4,186452,9,0,0,50,0
11563,36, White, Male, 11th,a_4,b_3,c_3,d_39,e_4,192664,7,0,0,40,0
11564,65, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,150095,13,0,0,40,1
11565,67, White, Male, Masters,a_2,b_4,c_0,d_39,e_4,105252,14,0,0,40,1
11566,42, White, Male, Bachelors,a_0,b_1,c_4,d_39,e_4,188808,13,0,0,30,0
11567,47, White, Female, Some-college,a_0,b_8,c_3,d_39,e_4,306183,10,0,0,44,0
11568,51, White, Male, Some-college,a_2,b_13,c_0,d_39,e_4,96586,10,0,0,40,1
11569,31, White, Male, HS-grad,a_2,b_8,c_0,d_26,e_4,231826,9,0,0,52,0
11570,42, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,273230,13,0,0,90,0
11571,28, White, Female, HS-grad,a_3,b_13,c_1,d_39,e_4,196621,9,0,0,37,0
11572,51, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,162632,9,7298,0,60,1
11573,20, Black, Female, HS-grad,a_4,b_12,c_3,d_39,e_4,691830,9,0,0,35,0
11574,60, White, Female, HS-grad,a_2,b_8,c_5,d_39,e_4,166330,9,99999,0,40,1
11575,20, Black, Female, HS-grad,a_4,b_1,c_1,d_39,e_4,91939,9,0,1721,30,0
11576,31, Other, Female, 7th-8th,a_4,b_7,c_1,d_26,e_4,186144,4,0,0,40,0
11577,29, White, Male, Some-college,a_4,b_14,c_4,d_39,e_4,277342,10,0,0,40,0
11578,21, Black, Female, HS-grad,a_4,b_0,c_3,d_39,e_0,161930,9,0,1504,30,0
11579,27, White, Female, Some-college,a_5,b_12,c_3,d_39,e_5,89718,10,0,0,40,0
11580,34, Black, Female, Masters,a_2,b_10,c_5,d_39,e_7,595000,14,0,0,40,1
11581,44, White, Male, Some-college,a_2,b_13,c_0,d_39,e_4,156413,10,0,0,44,1
11582,30, White, Male, HS-grad,a_2,b_13,c_0,d_39,e_4,177304,9,0,0,40,1
11583,40, White, Male, Assoc-acdm,a_0,b_10,c_1,d_39,e_4,168071,12,0,0,50,0
11584,24, White, Male, Masters,a_4,b_13,c_1,d_39,e_4,172496,14,0,0,50,0
11585,28, White, Female, Some-college,a_2,b_0,c_5,d_39,e_0,123147,10,0,1887,40,1
11586,51, White, Male, HS-grad,a_2,b_1,c_0,d_39,e_4,313146,9,0,0,40,0
11587,18, White, Female, 11th,a_4,b_8,c_3,d_39,e_4,41794,7,0,0,20,0
11588,42, White, Male, Bachelors,a_0,b_14,c_1,d_39,e_2,46094,13,0,0,33,0
11589,28, White, Male, HS-grad,a_0,b_11,c_1,d_39,e_4,389713,9,0,0,40,0
11590,44, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,230478,13,0,0,40,1
11591,40, White, Female, Masters,a_2,b_10,c_5,d_39,e_7,199381,14,15024,0,37,1
11592,62, White, Female, Some-college,a_2,b_0,c_5,d_39,e_0,182687,10,0,0,45,1
11593,39, White, Male, Some-college,a_2,b_5,c_0,d_39,e_6,31848,10,2829,0,90,0
11594,19, White, Male, Some-college,a_4,b_12,c_3,d_39,e_4,389143,10,0,0,40,0
11595,66, White, Female, HS-grad,a_6,b_9,c_1,d_9,e_4,66008,9,0,0,50,0
11596,53, White, Male, Bachelors,a_2,b_8,c_0,d_39,e_4,111939,13,0,0,35,0
11597,46, White, Male, Bachelors,a_2,b_3,c_0,d_39,e_4,122026,13,0,0,44,1
11598,34, Black, Male, Some-college,a_0,b_10,c_1,d_11,e_4,103408,10,0,0,40,1
11599,55, White, Male, Masters,a_2,b_12,c_0,d_39,e_6,322691,14,3103,0,55,1
11600,40, White, Male, Some-college,a_2,b_6,c_0,d_26,e_2,370502,10,0,0,40,0
11601,39, White, Male, HS-grad,a_4,b_6,c_2,d_39,e_4,231491,9,0,0,40,0
11602,39, White, Female, Bachelors,a_4,b_4,c_1,d_39,e_4,67433,13,0,0,40,0
11603,29, Black, Female, HS-grad,a_2,b_1,c_5,d_39,e_4,197288,9,0,0,40,0
11604,39, Asian-Pac-Islander, Male, Assoc-voc,a_2,b_13,c_0,d_30,e_4,341672,11,0,0,40,0
11605,23, White, Male, Some-college,a_4,b_12,c_1,d_39,e_4,257509,10,0,0,25,0
11606,52, White, Female, HS-grad,a_0,b_1,c_1,d_9,e_7,447579,9,0,0,40,0
11607,90, White, Male, HS-grad,a_6,b_14,c_4,d_39,e_4,90523,9,0,0,99,0
11608,47, Asian-Pac-Islander, Male, HS-grad,a_2,b_3,c_0,d_24,e_4,93449,9,0,0,60,0
11609,38, White, Female, Masters,a_4,b_10,c_1,d_39,e_2,30509,14,0,1669,55,0
11610,33, White, Male, Some-college,a_2,b_12,c_0,d_39,e_6,155151,10,0,1740,50,0
11611,38, White, Male, HS-grad,a_0,b_7,c_1,d_39,e_4,175232,9,0,0,45,0
11612,44, Black, Female, Some-college,a_4,b_8,c_4,d_39,e_2,210527,10,0,0,40,0
11613,46, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,159869,13,0,0,40,1
11614,28, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,90196,13,0,0,45,1
11615,50, White, Male, 9th,a_2,b_7,c_0,d_39,e_4,109277,5,0,0,48,0
11616,19, White, Male, HS-grad,a_4,b_7,c_2,d_39,e_4,198663,9,0,0,40,0
11617,24, White, Male, 9th,a_4,b_6,c_3,d_39,e_4,402778,5,0,0,12,0
11618,26, Other, Female, Assoc-acdm,a_5,b_3,c_1,d_39,e_4,196899,12,0,0,40,0
11619,20, White, Male, Some-college,a_4,b_3,c_3,d_39,e_4,157541,10,0,0,40,0
11620,29, White, Female, Some-college,a_0,b_4,c_1,d_39,e_4,174163,10,0,0,40,0
11621,44, Black, Male, 5th-6th,a_2,b_7,c_0,d_39,e_4,222635,3,0,0,40,0
11622,20, White, Female, HS-grad,a_4,b_12,c_3,d_26,e_4,432154,9,0,0,8,0
11623,57, White, Male, 11th,a_3,b_3,c_1,d_2,e_4,171242,7,0,0,40,0
11624,22, White, Male, Bachelors,a_4,b_13,c_3,d_39,e_1,471452,13,0,0,8,0
11625,25, White, Male, HS-grad,a_4,b_14,c_4,d_39,e_4,166415,9,0,0,52,0
11626,39, White, Male, Masters,a_2,b_3,c_0,d_39,e_6,336793,14,0,0,55,1
11627,22, White, Female, Some-college,a_4,b_1,c_1,d_39,e_4,50058,10,0,0,35,0
11628,39, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,167728,13,0,0,40,1
11629,22, White, Male, HS-grad,a_4,b_3,c_3,d_39,e_4,237720,9,0,0,40,0
11630,30, White, Male, Bachelors,a_4,b_3,c_3,d_39,e_4,58582,13,0,0,10,0
11631,25, White, Male, HS-grad,a_4,b_3,c_3,d_39,e_4,126974,9,0,0,40,0
11632,31, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,226443,13,0,0,40,0
11633,41, Black, Female, Masters,a_0,b_4,c_4,d_39,e_4,191451,14,0,0,60,1
11634,60, White, Male, Masters,a_2,b_4,c_0,d_39,e_2,227332,14,0,0,40,1
11635,52, White, Male, 10th,a_2,b_3,c_0,d_39,e_4,173987,6,0,0,40,0
11636,47, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,339863,9,0,0,45,1
11637,62, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,162825,9,0,0,40,1
11638,49, White, Male, 9th,a_2,b_8,c_0,d_39,e_4,115613,5,0,0,40,0
11639,20, White, Male, Some-college,a_4,b_8,c_3,d_39,e_4,39803,10,0,1719,36,0
11640,25, White, Female, Bachelors,a_4,b_12,c_3,d_39,e_4,189219,13,0,0,40,0
11641,29, Amer-Indian-Eskimo, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,22641,9,0,0,45,0
11642,18, White, Male, Some-college,a_4,b_6,c_3,d_39,e_4,182643,10,0,0,9,0
11643,59, Black, Female, 7th-8th,a_5,b_8,c_3,d_39,e_4,100453,4,0,0,38,0
11644,36, White, Female, HS-grad,a_4,b_1,c_1,d_39,e_4,127306,9,0,0,47,0
11645,48, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,109421,13,0,0,55,0
11646,50, White, Female, HS-grad,a_2,b_7,c_5,d_39,e_4,140592,9,0,0,40,0
11647,31, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_6,182177,9,0,1902,40,1
11648,25, White, Male, Some-college,a_4,b_6,c_3,d_39,e_7,187508,10,0,0,40,0
11649,55, White, Female, HS-grad,a_0,b_12,c_1,d_9,e_4,231738,9,0,0,40,0
11650,57, White, Male, Bachelors,a_4,b_1,c_1,d_39,e_1,199114,13,0,2258,40,0
11651,30, White, Male, Assoc-acdm,a_2,b_11,c_0,d_39,e_2,346122,12,5013,0,45,0
11652,48, White, Male, Assoc-voc,a_2,b_13,c_0,d_39,e_4,102102,11,0,0,50,1
11653,39, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,297449,13,0,0,40,1
11654,64, White, Female, 7th-8th,a_6,b_0,c_1,d_39,e_0,286732,4,0,0,40,0
11655,34, White, Female, HS-grad,a_3,b_7,c_4,d_39,e_4,37380,9,0,0,40,0
11656,39, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_2,89508,9,0,0,40,1
11657,23, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,419554,9,0,0,54,0
11658,60, White, Male, Bachelors,a_2,b_5,c_0,d_39,e_6,137733,13,0,0,50,0
11659,56, White, Male, Some-college,a_2,b_14,c_0,d_0,e_4,215839,10,0,0,60,0
11660,36, White, Female, Some-college,a_2,b_0,c_5,d_39,e_0,128640,10,0,0,25,0
11661,57, White, Male, Masters,a_4,b_4,c_1,d_5,e_4,233382,14,0,0,40,0
11662,29, White, Male, 7th-8th,a_2,b_5,c_0,d_39,e_4,202878,4,0,2042,40,0
11663,20, White, Female, Some-college,a_4,b_7,c_1,d_39,e_4,26842,10,2176,0,40,0
11664,60, Black, Male, 11th,a_6,b_14,c_4,d_39,e_4,185749,7,0,0,40,0
11665,53, White, Female, HS-grad,a_0,b_1,c_1,d_39,e_4,274276,9,0,0,40,0
11666,40, White, Female, HS-grad,a_0,b_4,c_4,d_39,e_4,231991,9,0,0,40,0
11667,29, Black, Male, Masters,a_4,b_10,c_1,d_39,e_4,142555,14,0,0,42,0
11668,42, White, Female, Some-college,a_4,b_1,c_3,d_39,e_4,184823,10,0,0,40,0
11669,53, White, Male, 7th-8th,a_2,b_4,c_0,d_12,e_6,174102,4,4386,0,50,1
11670,33, White, Male, Bachelors,a_4,b_3,c_3,d_39,e_4,178107,13,0,0,20,0
11671,20, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,41183,10,0,0,30,0
11672,27, White, Female, HS-grad,a_4,b_0,c_1,d_39,e_0,330132,9,0,0,25,0
11673,42, White, Female, Assoc-acdm,a_6,b_13,c_4,d_39,e_4,155469,12,0,0,24,0
11674,63, White, Male, HS-grad,a_0,b_14,c_4,d_39,e_4,96299,9,0,0,45,1
11675,30, White, Female, HS-grad,a_4,b_6,c_4,d_39,e_4,123397,9,0,0,40,0
11676,36, White, Female, Some-college,a_0,b_1,c_4,d_39,e_4,156400,10,0,0,40,0
11677,43, White, Female, Some-college,a_0,b_1,c_3,d_39,e_4,152617,10,0,0,40,0
11678,32, White, Female, 7th-8th,a_6,b_0,c_1,d_39,e_0,158784,4,0,0,40,0
11679,24, White, Male, Bachelors,a_4,b_12,c_1,d_39,e_4,39615,13,0,0,45,0
11680,24, Asian-Pac-Islander, Male, Bachelors,a_4,b_7,c_1,d_3,e_4,67222,13,0,0,45,0
11681,62, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,69867,13,0,0,55,1
11682,30, White, Female, HS-grad,a_4,b_9,c_3,d_13,e_4,195488,9,0,0,40,0
11683,21, White, Male, Some-college,a_4,b_12,c_3,d_39,e_4,131230,10,0,0,10,0
11684,49, White, Female, 9th,a_0,b_6,c_1,d_39,e_4,166857,5,0,0,40,0
11685,29, Black, Female, Some-college,a_4,b_8,c_1,d_23,e_4,262208,10,0,0,30,0
11686,34, White, Female, Some-college,a_2,b_0,c_5,d_39,e_0,317219,10,0,0,20,1
11687,28, White, Male, 10th,a_4,b_6,c_1,d_39,e_4,452808,6,0,0,40,0
11688,57, Black, Female, Assoc-acdm,a_0,b_1,c_1,d_39,e_4,201112,12,0,0,40,0
11689,34, White, Female, Some-college,a_4,b_10,c_1,d_39,e_4,98656,10,0,0,40,0
11690,47, White, Male, Masters,a_2,b_4,c_0,d_24,e_4,586657,14,0,0,40,1
11691,32, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_7,127651,9,0,0,40,0
11692,26, White, Female, Some-college,a_4,b_0,c_4,d_39,e_0,176077,10,0,0,40,0
11693,40, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,96129,9,0,0,72,1
11694,46, White, Female, Some-college,a_2,b_5,c_5,d_39,e_4,264210,10,0,0,20,0
11695,40, Asian-Pac-Islander, Male, 7th-8th,a_2,b_8,c_0,d_1,e_4,173858,4,0,0,42,0
11696,21, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,170038,10,0,0,40,0
11697,32, White, Male, Assoc-voc,a_2,b_4,c_0,d_39,e_5,377836,11,0,0,40,0
11698,28, White, Male, Prof-school,a_0,b_10,c_4,d_39,e_4,187160,15,0,0,55,0
11699,47, White, Male, HS-grad,a_2,b_5,c_0,d_39,e_6,88500,9,0,0,35,0
11700,18, White, Female, HS-grad,a_4,b_0,c_4,d_39,e_0,274746,9,0,0,20,0
11701,39, White, Male, HS-grad,a_2,b_5,c_0,d_39,e_4,115422,9,0,0,30,0
11702,45, Asian-Pac-Islander, Male, Doctorate,a_2,b_10,c_0,d_3,e_4,243631,16,0,0,45,1
11703,40, White, Male, 10th,a_2,b_4,c_0,d_39,e_4,199599,6,0,0,40,1
11704,35, White, Male, HS-grad,a_0,b_5,c_3,d_39,e_6,188563,9,0,0,50,0
11705,40, White, Female, HS-grad,a_6,b_12,c_1,d_39,e_4,291192,9,0,0,40,0
11706,42, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,182302,9,0,0,40,0
11707,29, White, Female, Assoc-acdm,a_0,b_12,c_4,d_39,e_4,286452,12,3418,0,40,0
11708,47, Black, Female, HS-grad,a_2,b_11,c_5,d_39,e_4,97419,9,0,0,40,0
11709,44, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,104440,13,0,0,40,1
11710,56, Asian-Pac-Islander, Female, 10th,a_2,b_12,c_5,d_24,e_4,99894,6,0,0,30,1
11711,64, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,149698,15,0,0,40,1
11712,69, White, Male, 10th,a_2,b_4,c_0,d_39,e_2,122850,6,0,0,20,0
11713,66, White, Female, Assoc-voc,a_6,b_10,c_1,d_39,e_2,54826,11,0,0,20,0
11714,21, White, Female, Assoc-voc,a_4,b_1,c_1,d_39,e_4,306967,11,0,0,40,0
11715,49, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,177211,13,0,0,50,1
11716,23, White, Male, 9th,a_4,b_5,c_4,d_39,e_4,386019,5,0,0,70,0
11717,30, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,254905,9,0,0,40,0
11718,39, Asian-Pac-Islander, Male, Bachelors,a_2,b_1,c_0,d_30,e_4,139012,13,0,0,40,1
11719,30, Asian-Pac-Islander, Male, Doctorate,a_2,b_10,c_0,d_3,e_4,315640,16,0,1977,40,1
11720,68, White, Male, 7th-8th,a_2,b_8,c_0,d_39,e_4,168794,4,0,0,30,0
11721,20, White, Female, Some-college,a_4,b_4,c_3,d_39,e_4,27049,10,0,0,20,0
11722,53, Asian-Pac-Islander, Female, Bachelors,a_2,b_7,c_5,d_3,e_4,166386,13,0,0,40,0
11723,20, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,118462,9,0,0,43,0
11724,45, White, Male, Bachelors,a_0,b_10,c_1,d_39,e_4,197038,13,0,0,50,1
11725,33, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,174201,9,0,0,40,0
11726,42, White, Female, Bachelors,a_0,b_4,c_4,d_39,e_4,282964,13,0,0,40,0
11727,53, Black, Female, Some-college,a_4,b_1,c_4,d_39,e_4,299080,10,0,0,40,0
11728,50, White, Female, HS-grad,a_0,b_1,c_4,d_39,e_7,54709,9,0,0,46,0
11729,56, White, Female, HS-grad,a_0,b_10,c_1,d_39,e_4,168625,9,4101,0,40,0
11730,50, White, Male, Bachelors,a_4,b_4,c_1,d_39,e_4,187830,13,0,0,50,1
11731,34, Black, Male, Some-college,a_2,b_14,c_0,d_39,e_4,180714,10,0,2179,40,0
11732,58, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_6,165315,9,0,0,35,1
11733,61, White, Male, 12th,a_2,b_3,c_0,d_26,e_4,411652,8,0,0,40,0
11734,36, Black, Female, HS-grad,a_4,b_8,c_1,d_39,e_4,47310,9,0,0,40,0
11735,61, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_5,119986,13,0,0,50,0
11736,37, Asian-Pac-Islander, Male, Bachelors,a_2,b_12,c_0,d_40,e_6,73199,13,3137,0,77,0
11737,54, Black, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,118108,9,0,0,40,0
11738,48, White, Male, Some-college,a_2,b_4,c_0,d_39,e_6,370119,10,0,0,40,1
11739,65, White, Male, Prof-school,a_4,b_0,c_1,d_39,e_0,224472,15,25124,0,80,1
11740,33, White, Female, HS-grad,a_2,b_8,c_3,d_39,e_4,167939,9,0,0,25,0
11741,58, Black, Male, Some-college,a_2,b_0,c_0,d_39,e_0,114362,10,0,0,30,0
11742,23, White, Female, Bachelors,a_2,b_10,c_5,d_39,e_4,398904,13,0,0,40,0
11743,19, White, Male, Some-college,a_4,b_6,c_3,d_39,e_4,280146,10,0,0,20,0
11744,30, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,186932,13,0,0,70,0
11745,41, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,252986,10,0,0,48,1
11746,19, White, Female, Some-college,a_4,b_13,c_1,d_39,e_4,203061,10,0,0,25,0
11747,22, White, Male, Some-college,a_2,b_0,c_0,d_39,e_0,22966,10,0,0,6,0
11748,22, White, Male, Some-college,a_4,b_8,c_3,d_39,e_4,362309,10,0,0,35,0
11749,51, White, Female, HS-grad,a_6,b_8,c_4,d_39,e_4,191965,9,0,0,32,0
11750,30, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_2,326104,9,0,0,40,1
11751,51, White, Male, Prof-school,a_4,b_10,c_1,d_39,e_2,209320,15,3325,0,40,0
11752,28, Black, Male, Assoc-acdm,a_2,b_6,c_0,d_39,e_4,429507,12,0,0,40,0
11753,45, White, Male, HS-grad,a_4,b_6,c_1,d_39,e_4,110171,9,0,0,40,0
11754,25, Black, Female, 11th,a_4,b_1,c_3,d_39,e_4,251854,7,0,0,40,0
11755,38, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_4,200818,15,0,0,40,1
11756,62, White, Female, Some-college,a_0,b_8,c_1,d_39,e_4,143312,10,0,0,60,0
11757,59, Black, Female, Some-college,a_4,b_4,c_3,d_39,e_1,43280,10,0,0,40,0
11758,33, White, Male, Some-college,a_3,b_3,c_1,d_0,e_4,180656,10,0,0,40,0
11759,56, White, Female, Assoc-acdm,a_2,b_5,c_5,d_39,e_6,84774,12,0,0,40,0
11760,50, White, Male, HS-grad,a_2,b_8,c_0,d_39,e_4,231495,9,0,0,40,0
11761,54, White, Male, Some-college,a_2,b_12,c_0,d_39,e_6,52634,10,0,0,40,0
11762,21, White, Female, HS-grad,a_4,b_1,c_3,d_39,e_7,110946,9,0,0,43,0
11763,20, White, Female, Some-college,a_4,b_1,c_3,d_39,e_4,111697,10,0,1719,28,0
11764,26, Asian-Pac-Islander, Male, Some-college,a_4,b_0,c_3,d_30,e_0,375313,10,0,0,40,0
11765,22, White, Male, Some-college,a_4,b_11,c_1,d_39,e_4,310152,10,0,0,40,0
11766,26, White, Male, Preschool,a_3,b_7,c_1,d_26,e_4,322614,1,0,1719,40,0
11767,19, White, Male, HS-grad,a_4,b_5,c_3,d_39,e_4,46162,9,0,0,25,0
11768,34, White, Female, Masters,a_4,b_4,c_1,d_39,e_4,169583,14,0,0,50,0
11769,19, White, Male, Some-college,a_4,b_1,c_1,d_39,e_4,63918,10,0,0,40,0
11770,44, White, Female, 10th,a_0,b_1,c_4,d_39,e_4,205051,6,0,0,40,0
11771,33, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,144949,14,15024,0,40,1
11772,22, White, Male, HS-grad,a_4,b_3,c_1,d_39,e_4,174043,9,0,0,50,0
11773,45, White, Male, Some-college,a_2,b_1,c_0,d_39,e_2,311080,10,0,0,40,1
11774,42, White, Male, Some-college,a_0,b_3,c_3,d_39,e_4,263608,10,0,0,40,0
